Procedures,URL,Tactic1,Tactic2,Tactic3,Tactic4
Caterpillar WebShell has a module to perform brute force attacks on a system.,https://attack.mitre.org//techniques/T1110,CREDENTIAL_ACCESS,,,
SodaMaster can check for the presence of the Registry key HKEY_CLASSES_ROOT\Applications\VMwareHostOpen.exe before proceeding to its main functionality.,https://attack.mitre.org//techniques/T1497/001,DEFENSE_EVASION,DISCOVERY,,
Cuba can modify services by using the OpenService and ChangeServiceConfig functions.,https://attack.mitre.org//techniques/T1543/003,PERSISTENCE,PRIVILEGE_ESCALATION,,
RogueRobin enumerates running processes to search for Wireshark and Windows Sysinternals suite.,https://attack.mitre.org//techniques/T1518/001,DISCOVERY,,,
Turla has used various JavaScript-based backdoors.,https://attack.mitre.org//techniques/T1059/007,EXECUTION,,,
"During C0017, APT41 exfiltrated victim data via DNS lookups by encoding and prepending it as subdomains to the attacker-controlled domain.",https://attack.mitre.org//techniques/T1048/003,EXFILTRATION,,,
Lazarus Group malware SHARPKNOT overwrites and deletes the Master Boot Record (MBR) on the victim's machine and has possessed MBR wiper malware since at least 2009.,https://attack.mitre.org//techniques/T1561/002,IMPACT,,,
BabyShark has executed the ver command.,https://attack.mitre.org//techniques/T1082,DISCOVERY,,,
HDoor kills anti-virus found on the victim.,https://attack.mitre.org//techniques/T1562/001,DEFENSE_EVASION,,,
APT32 has renamed a NetCat binary to kb-10233.exe to masquerade as a Windows update. APT32 has also renamed a Cobalt Strike beacon payload to install_flashplayers.exe. ,https://attack.mitre.org//techniques/T1036/005,DEFENSE_EVASION,,,
Prestige has the ability to register new registry keys for a new extension handler via HKCR\.enc and HKCR\enc\shell\open\command.,https://attack.mitre.org//techniques/T1112,DEFENSE_EVASION,,,
"RTM has distributed its malware via the RIG and SUNDOWN exploit kits, as well as online advertising network Yandex.Direct.",https://attack.mitre.org//techniques/T1189,INITIAL_ACCESS,,,
Dragonfly has compromised user credentials and used valid accounts for operations.,https://attack.mitre.org//techniques/T1078,DEFENSE_EVASION,PERSISTENCE,PRIVILEGE_ESCALATION,INITIAL_ACCESS
"Dridex can perform browser attacks via web injects to steal information such as credentials, certificates, and cookies.",https://attack.mitre.org//techniques/T1185,COLLECTION,,,
Drovorub can use TCP to communicate between its agent and client modules.,https://attack.mitre.org//techniques/T1095,COMMAND_AND_CONTROL,,,
Elise executes ipconfig /all after initial communication is made to the remote server.,https://attack.mitre.org//techniques/T1016,DISCOVERY,,,
DownPaper searches and reads the value of the Windows Update Registry Run key.,https://attack.mitre.org//techniques/T1012,DISCOVERY,,,
MarkiRAT can capture screenshots that are initially saved as ‘scr.jpg’.,https://attack.mitre.org//techniques/T1113,COLLECTION,,,
Ferocious Kitten has attempted to convince victims to enable malicious content within a spearphishing email by including an odd decoy message.,https://attack.mitre.org//techniques/T1204/002,EXECUTION,,,
Egregor has checked for the LogMein event log in an attempt to encrypt files in remote machines.,https://attack.mitre.org//techniques/T1219,COMMAND_AND_CONTROL,,,
HAMMERTOSS exfiltrates data by uploading it to accounts created by the actors on Web cloud storage providers for the adversaries to retrieve later.,https://attack.mitre.org//techniques/T1567/002,EXFILTRATION,,,
Stuxnet searches the Registry for indicators of security programs.,https://attack.mitre.org//techniques/T1012,DISCOVERY,,,
TrickBot can gather information about domain trusts by utilizing Nltest.,https://attack.mitre.org//techniques/T1482,DISCOVERY,,,
Bisonal has deleted Registry keys to clean up its prior activity.,https://attack.mitre.org//techniques/T1112,DEFENSE_EVASION,,,
Lokibot downloaded several staged items onto the victim's machine.,https://attack.mitre.org//techniques/T1105,COMMAND_AND_CONTROL,,,
"LuminousMoth has used malware that scans for files in the Documents, Desktop, and Download folders and in other drives.",https://attack.mitre.org//techniques/T1083,DISCOVERY,,,
Lizar can decrypt its configuration data.,https://attack.mitre.org//techniques/T1140,DEFENSE_EVASION,,,
Cobalt Strike has the ability to use AES-256 symmetric encryption in CBC mode with HMAC-SHA-256 to encrypt task commands and XOR to encrypt shell code and configuration data.,https://attack.mitre.org//techniques/T1573/001,COMMAND_AND_CONTROL,,,
QUADAGENT uses VBScripts.,https://attack.mitre.org//techniques/T1059/005,EXECUTION,,,
NETWIRE has been spread via e-mail campaigns utilizing malicious attachments.,https://attack.mitre.org//techniques/T1566/001,INITIAL_ACCESS,,,
The GoldMax Linux variant has been executed with the nohup command to ignore hangup signals and continue to run if the terminal session was terminated.,https://attack.mitre.org//techniques/T1564/011,DEFENSE_EVASION,,,
APT32 has used CVE-2016-7255 to escalate privileges.,https://attack.mitre.org//techniques/T1068,PRIVILEGE_ESCALATION,,,
Sandworm Team has used a keylogger to capture keystrokes by using the SetWindowsHookEx function.,https://attack.mitre.org//techniques/T1056/001,COLLECTION,CREDENTIAL_ACCESS,,
ROADTools can enumerate Azure AD groups.,https://attack.mitre.org//techniques/T1069/003,DISCOVERY,,,
"Patchwork has used embedded image tags (known as web bugs) with unique, per-recipient tracking links in their emails for the purpose of identifying which recipients opened messages.",https://attack.mitre.org//techniques/T1598/003,RECONNAISSANCE,,,
Small Sieve can obtain the id of a logged in user.,https://attack.mitre.org//techniques/T1033,DISCOVERY,,,
Proton removes all files in the /tmp directory.,https://attack.mitre.org//techniques/T1070/004,DEFENSE_EVASION,,,
Threat Group-3390 has exfiltrated stolen data to Dropbox.,https://attack.mitre.org//techniques/T1567/002,EXFILTRATION,,,
Sandworm Team used a backdoor to enumerate information about the infected system's operating system.,https://attack.mitre.org//techniques/T1082,DISCOVERY,,,
Dragonfly has placed trojanized installers for control system software on legitimate vendor app stores.,https://attack.mitre.org//techniques/T1195/002,INITIAL_ACCESS,,,
SMOKEDHAM has used the systeminfo command on a compromised host.,https://attack.mitre.org//techniques/T1082,DISCOVERY,,,
"KONNI can steal profiles (containing credential information) from Firefox, Chrome, and Opera.",https://attack.mitre.org//techniques/T1555/003,CREDENTIAL_ACCESS,,,
"IronNetInjector has the ability to inject a DLL into running processes, including the IronNetInjector DLL into explorer.exe.",https://attack.mitre.org//techniques/T1055/001,DEFENSE_EVASION,PRIVILEGE_ESCALATION,,
AsyncRAT has the ability to download files over SFTP.,https://attack.mitre.org//techniques/T1105,COMMAND_AND_CONTROL,,,
FALLCHILL can search files on a victim.,https://attack.mitre.org//techniques/T1083,DISCOVERY,,,
Transparent Tribe can hide legitimate directories and replace them with malicious copies of the same name.,https://attack.mitre.org//techniques/T1564/001,DEFENSE_EVASION,,,
"Lazarus Group malware TangoDelta attempts to terminate various processes associated with McAfee. Additionally, Lazarus Group malware SHARPKNOT disables the Microsoft Windows System Event Notification and Alerter services..",https://attack.mitre.org//techniques/T1562/001,DEFENSE_EVASION,,,
Uroburos has the ability to load new modules directly into memory using its Load Modules Mem command.,https://attack.mitre.org//techniques/T1620,DEFENSE_EVASION,,,
BlackMould has the ability to find files on the targeted system.,https://attack.mitre.org//techniques/T1083,DISCOVERY,,,
Ryuk has called GetIpNetTable in attempt to identify all mounted drives and hosts that have Address Resolution Protocol (ARP) entries.,https://attack.mitre.org//techniques/T1016,DISCOVERY,,,
"NightClub can modify the Creation, Access, and Write timestamps for malicious DLLs to match those of the genuine Windows DLL user32.dll.",https://attack.mitre.org//techniques/T1070/006,DEFENSE_EVASION,,,
BLUELIGHT can download additional files onto the host.,https://attack.mitre.org//techniques/T1105,COMMAND_AND_CONTROL,,,
Andariel has hidden malicious executables within PNG files.,https://attack.mitre.org//techniques/T1027/003,DEFENSE_EVASION,,,
TA2541 has used a .NET packer to obfuscate malicious files.,https://attack.mitre.org//techniques/T1027/002,DEFENSE_EVASION,,,
"Threat Group-3390 actors use at to schedule tasks to run self-extracting RAR archives, which install HTTPBrowser or PlugX on other victims on a network.",https://attack.mitre.org//techniques/T1053/002,EXECUTION,PERSISTENCE,PRIVILEGE_ESCALATION,
SOUNDBITE is capable of modifying the Registry.,https://attack.mitre.org//techniques/T1112,DEFENSE_EVASION,,,
ADVSTORESHELL can delete files and directories.,https://attack.mitre.org//techniques/T1070/004,DEFENSE_EVASION,,,
TajMahal has the ability to take screenshots on an infected host including capturing content from windows of instant messaging applications.,https://attack.mitre.org//techniques/T1113,COLLECTION,,,
TA2541 has used compressed and char-encoded scripts in operations.,https://attack.mitre.org//techniques/T1027,DEFENSE_EVASION,,,
"APT38 has created new services or modified existing ones to run executables, commands, or scripts.",https://attack.mitre.org//techniques/T1569/002,EXECUTION,,,
Lazarus Group has developed custom malware for use in their operations.,https://attack.mitre.org//techniques/T1587/001,RESOURCE_DEVELOPMENT,,,
Dridex can abuse legitimate Windows executables to side-load malicious DLL files.,https://attack.mitre.org//techniques/T1574/002,PERSISTENCE,PRIVILEGE_ESCALATION,DEFENSE_EVASION,
Hikit is a Rootkit that has been used by Axiom. ,https://attack.mitre.org//techniques/T1014,DEFENSE_EVASION,,,
BlackCat can determine if a user on a compromised host has domain admin privileges.,https://attack.mitre.org//techniques/T1069/002,DISCOVERY,,,
KOCTOPUS has been disguised as legitimate software programs associated with the travel and airline industries.,https://attack.mitre.org//techniques/T1036/005,DEFENSE_EVASION,,,
"During the 2016 Ukraine Electric Power Attack, DLLs and EXEs with filenames associated with common electric power sector protocols were used to masquerade files.",https://attack.mitre.org//techniques/T1036/005,DEFENSE_EVASION,,,
"During Operation Wocao, threat actors used Mimikatz to dump certificates and private keys from the Windows certificate store.",https://attack.mitre.org//techniques/T1552/004,CREDENTIAL_ACCESS,,,
"ThiefQuest searches through the /Users/ folder looking for executable files. For each executable, ThiefQuest prepends a copy of itself to the beginning of the file. When the file is executed, the ThiefQuest code is executed first. ThiefQuest creates a hidden file, copies the original target executable to the file, then executes the new hidden file to maintain the appearance of normal behavior. ",https://attack.mitre.org//techniques/T1554,PERSISTENCE,,,
"P.A.S. Webshell has the ability to list files and file characteristics including extension, size, ownership, and permissions.",https://attack.mitre.org//techniques/T1083,DISCOVERY,,,
REvil can mimic the names of known executables.,https://attack.mitre.org//techniques/T1036/005,DEFENSE_EVASION,,,
Rocke has executed wget and curl commands to Pastebin over the HTTPS protocol.,https://attack.mitre.org//techniques/T1071/001,COMMAND_AND_CONTROL,,,
Grandoreiro can identify installed security tools based on window names.,https://attack.mitre.org//techniques/T1010,DISCOVERY,,,
"After loading the keyword and phone data files, MESSAGETAP begins monitoring all network connections to and from the victim server. ",https://attack.mitre.org//techniques/T1049,DISCOVERY,,,
RTM has been delivered as archived Windows executable files masquerading as PDF documents.,https://attack.mitre.org//techniques/T1036,DEFENSE_EVASION,,,
Hi-Zor deletes its RAT installer file as it executes its DLL payload file.,https://attack.mitre.org//techniques/T1070/004,DEFENSE_EVASION,,,
Cachedump can extract cached password hashes from cache entry information.,https://attack.mitre.org//techniques/T1003/005,CREDENTIAL_ACCESS,,,
TA2541 has used tools to search victim systems for security products such as antivirus and firewall software.,https://attack.mitre.org//techniques/T1518/001,DISCOVERY,,,
Cleaver has used custom tools to facilitate ARP cache poisoning.,https://attack.mitre.org//techniques/T1557/002,CREDENTIAL_ACCESS,COLLECTION,,
"dsquery can be used to gather information on domain trusts with dsquery * -filter ""(objectClass=trustedDomain)"" -attr *.",https://attack.mitre.org//techniques/T1482,DISCOVERY,,,
Carbanak has copied legitimate service names to use for malicious services.,https://attack.mitre.org//techniques/T1036/004,DEFENSE_EVASION,,,
Waterbear has used RC4 encrypted shellcode and encrypted functions.,https://attack.mitre.org//techniques/T1027,DEFENSE_EVASION,,,
ZxxZ has collected the host name and operating system product name from a compromised machine.,https://attack.mitre.org//techniques/T1082,DISCOVERY,,,
PoetRAT has the ability to hide and unhide files.,https://attack.mitre.org//techniques/T1564/001,DEFENSE_EVASION,,,
Vasport creates a backdoor by making a connection using a HTTP POST.,https://attack.mitre.org//techniques/T1071/001,COMMAND_AND_CONTROL,,,
Denis will decrypt important strings used for C&C communication.,https://attack.mitre.org//techniques/T1140,DEFENSE_EVASION,,,
"Wizard Spider has injected malicious DLLs into memory with read, write, and execute permissions.",https://attack.mitre.org//techniques/T1055/001,DEFENSE_EVASION,PRIVILEGE_ESCALATION,,
MegaCortex has checked the number of CPUs in the system to avoid being run in a sandbox or emulator.,https://attack.mitre.org//techniques/T1497/001,DEFENSE_EVASION,DISCOVERY,,
BBSRAT can delete files and directories.,https://attack.mitre.org//techniques/T1070/004,DEFENSE_EVASION,,,
Mosquito leverages the CreateProcess() and LoadLibrary() calls to execute files with the .dll and .exe extensions.,https://attack.mitre.org//techniques/T1106,EXECUTION,,,
Chimera has encoded PowerShell commands.,https://attack.mitre.org//techniques/T1027/010,DEFENSE_EVASION,,,
RogueRobin uses various WMI queries to check if the sample is running in a sandbox.,https://attack.mitre.org//techniques/T1047,EXECUTION,,,
FIN13 has enumerated all users and roles from a victim's main treasury system.,https://attack.mitre.org//techniques/T1069,DISCOVERY,,,
TajMahal has the ability to inject DLLs for malicious plugins into running processes.,https://attack.mitre.org//techniques/T1055/001,DEFENSE_EVASION,PRIVILEGE_ESCALATION,,
3PARA RAT has a command to set certain attributes such as creation/modification timestamps on files.,https://attack.mitre.org//techniques/T1070/006,DEFENSE_EVASION,,,
Xbash has destroyed Linux-based databases as part of its ransomware capabilities.,https://attack.mitre.org//techniques/T1485,IMPACT,,,
"Gelsemium can retrieve data from specific Windows directories, as well as open random files as part of Virtualization/Sandbox Evasion.",https://attack.mitre.org//techniques/T1083,DISCOVERY,,,
Gelsemium can download additional plug-ins to a compromised host.,https://attack.mitre.org//techniques/T1105,COMMAND_AND_CONTROL,,,
Mustang Panda has gathered system information using systeminfo.,https://attack.mitre.org//techniques/T1082,DISCOVERY,,,
Crimson has the ability to discover pluggable/removable drives to extract files from.,https://attack.mitre.org//techniques/T1120,DISCOVERY,,,
4H RAT has the capability to obtain file and directory listings.,https://attack.mitre.org//techniques/T1083,DISCOVERY,,,
TA505 has staged malware on actor-controlled domains.,https://attack.mitre.org//techniques/T1608/001,RESOURCE_DEVELOPMENT,,,
Sandworm Team has used Prestige ransomware to encrypt data at targeted organizations in transportation and related logistics industries in Ukraine and Poland.,https://attack.mitre.org//techniques/T1486,IMPACT,,,
AADInternals can create a backdoor by converting a domain to a federated domain which will be able to authenticate any user across the tenant. AADInternals can also modify DesktopSSO information.,https://attack.mitre.org//techniques/T1484/002,DEFENSE_EVASION,PRIVILEGE_ESCALATION,,
"IceApple can collect files, passwords, and other data from a compromised host.",https://attack.mitre.org//techniques/T1005,COLLECTION,,,
Cobian RAT has a feature to access the webcam on the victim’s machine.,https://attack.mitre.org//techniques/T1125,COLLECTION,,,
Diavol has a ENMDSKS command to enumerates available network shares.,https://attack.mitre.org//techniques/T1135,DISCOVERY,,,
Gelsemium has the ability to use various Windows API functions to perform tasks.,https://attack.mitre.org//techniques/T1106,EXECUTION,,,
Confucius has lured victims to execute malicious attachments included in crafted spearphishing emails related to current topics.,https://attack.mitre.org//techniques/T1204/002,EXECUTION,,,
Evilnum can steal cookies and session information from browsers.,https://attack.mitre.org//techniques/T1539,CREDENTIAL_ACCESS,,,
MarkiRAT can store collected data locally in a created .nfo file.,https://attack.mitre.org//techniques/T1074/001,COLLECTION,,,
Conficker variants used the Windows AUTORUN feature to spread through USB propagation.,https://attack.mitre.org//techniques/T1091,LATERAL_MOVEMENT,INITIAL_ACCESS,,
"Lazarus Group has used social media platforms, including LinkedIn and Twitter, to send spearphishing messages.",https://attack.mitre.org//techniques/T1566/003,INITIAL_ACCESS,,,
"Tarrask is able to delete the Security Descriptor (SD) registry subkey in order to ""hide"" scheduled tasks.",https://attack.mitre.org//techniques/T1112,DEFENSE_EVASION,,,
BoomBox has the ability to download next stage malware components to a compromised system.,https://attack.mitre.org//techniques/T1105,COMMAND_AND_CONTROL,,,
PROMETHIUM has signed code with self-signed certificates.,https://attack.mitre.org//techniques/T1553/002,DEFENSE_EVASION,,,
"Imminent Monitor has a ""Process Watcher"" feature to monitor processes in case the client ever crashes or gets closed.",https://attack.mitre.org//techniques/T1057,DISCOVERY,,,
FinFisher obtains the hardware device list and checks if the MD5 of the vendor ID is equal to a predefined list in order to check for sandbox/virtualized environments.,https://attack.mitre.org//techniques/T1497/001,DEFENSE_EVASION,DISCOVERY,,
"macOS.OSAMiner has used run-only Applescripts, a compiled and stripped version of AppleScript, to remove human readable indicators to evade detection.",https://attack.mitre.org//techniques/T1027/008,DEFENSE_EVASION,,,
"Deep Panda has used PowerShell scripts to download and execute programs in memory, without writing to disk.",https://attack.mitre.org//techniques/T1059/001,EXECUTION,,,
LazyScripter has used mshta.exe to execute Koadic stagers.,https://attack.mitre.org//techniques/T1218/005,DEFENSE_EVASION,,,
MoonWind obtains the number of removable drives from the victim.,https://attack.mitre.org//techniques/T1120,DISCOVERY,,,
Ramsay has included embedded Visual Basic scripts in malicious documents.,https://attack.mitre.org//techniques/T1059/005,EXECUTION,,,
"Clambling has the ability to enumerate Registry keys, including KEY_CURRENT_USER\Software\Bitcoin\Bitcoin-Qt\strDataDir to search for a bitcoin wallet.",https://attack.mitre.org//techniques/T1012,DISCOVERY,,,
SUNSPOT modified its security token to grants itself debugging privileges by adding SeDebugPrivilege.,https://attack.mitre.org//techniques/T1134,DEFENSE_EVASION,PRIVILEGE_ESCALATION,,
MuddyWater has used the .NET csc.exe tool to compile executables from downloaded C# code.,https://attack.mitre.org//techniques/T1027/004,DEFENSE_EVASION,,,
"During Night Dragon, threat actors used several remote administration tools as persistent infiltration channels.",https://attack.mitre.org//techniques/T1219,COMMAND_AND_CONTROL,,,
"During Operation Wocao, the threat actors used tasklist to collect a list of running processes on an infected system.",https://attack.mitre.org//techniques/T1057,DISCOVERY,,,
Final1stspy obtains victim Microsoft Windows version information and CPU architecture.,https://attack.mitre.org//techniques/T1082,DISCOVERY,,,
Earth Lusca used a VBA script to execute WMI.,https://attack.mitre.org//techniques/T1047,EXECUTION,,,
"During C0027, Scattered Spider sent phishing messages via SMS to steal credentials.",https://attack.mitre.org//techniques/T1589/001,RECONNAISSANCE,,,
APT32 has sent spearphishing emails containing malicious links.,https://attack.mitre.org//techniques/T1566/002,INITIAL_ACCESS,,,
Reaver drops and executes a malicious CPL file as its payload.,https://attack.mitre.org//techniques/T1218/002,DEFENSE_EVASION,,,
KillDisk has a ransomware component that encrypts files with an AES key that is also RSA-1028 encrypted.,https://attack.mitre.org//techniques/T1486,IMPACT,,,
MacSpy stores itself in ~/Library/.DS_Stores/ ,https://attack.mitre.org//techniques/T1564/001,DEFENSE_EVASION,,,
"For Operation Sharpshooter, the threat actors compromised a server they used as part of the campaign's infrastructure.",https://attack.mitre.org//techniques/T1584/004,RESOURCE_DEVELOPMENT,,,
"Winnti for Linux has used a modified copy of the open-source userland rootkit Azazel, named libxselinux.so, to hide the malware's operations and network activity.",https://attack.mitre.org//techniques/T1014,DEFENSE_EVASION,,,
njRAT enumerates the victim operating system and computer name during the initial infection.,https://attack.mitre.org//techniques/T1082,DISCOVERY,,,
LAPSUS$ has reconfigured a victim's DNS records to actor-controlled domains and websites.,https://attack.mitre.org//techniques/T1584/002,RESOURCE_DEVELOPMENT,,,
LoudMiner used an MSI installer to install the virtualization software.,https://attack.mitre.org//techniques/T1218/007,DEFENSE_EVASION,,,
Zeus Panda obfuscates the macro commands in its initial payload.,https://attack.mitre.org//techniques/T1027/010,DEFENSE_EVASION,,,
Stuxnet uses an RPC server that contains a routine for file deletion and also removes itself from the system through a DLL export by deleting specific files.,https://attack.mitre.org//techniques/T1070/004,DEFENSE_EVASION,,,
StrongPity can use multiple layers of proxy servers to hide terminal nodes in its infrastructure.,https://attack.mitre.org//techniques/T1090/003,COMMAND_AND_CONTROL,,,
Umbreon creates valid local users to provide access to the system.,https://attack.mitre.org//techniques/T1078/003,DEFENSE_EVASION,PERSISTENCE,PRIVILEGE_ESCALATION,INITIAL_ACCESS
Siloscape checks for Kubernetes node permissions.,https://attack.mitre.org//techniques/T1069,DISCOVERY,,,
"KOPILUWAK can use netstat, Arp, and Net to discover current TCP connections.",https://attack.mitre.org//techniques/T1049,DISCOVERY,,,
Kinsing has created and run a Bitcoin cryptocurrency miner.,https://attack.mitre.org//techniques/T1496,IMPACT,,,
TA505 has used stolen domain admin accounts to compromise additional hosts.,https://attack.mitre.org//techniques/T1078/002,DEFENSE_EVASION,PERSISTENCE,PRIVILEGE_ESCALATION,INITIAL_ACCESS
Pacu leverages the AWS CLI for its operations.,https://attack.mitre.org//techniques/T1059/009,EXECUTION,,,
SslMM identifies and kills anti-malware processes.,https://attack.mitre.org//techniques/T1562/001,DEFENSE_EVASION,,,
ThiefQuest uploads files via unencrypted HTTP. ,https://attack.mitre.org//techniques/T1071/001,COMMAND_AND_CONTROL,,,
"Pupy can user PowerView to execute ""net user"" commands and create domain accounts.",https://attack.mitre.org//techniques/T1136/002,PERSISTENCE,,,
APT37 has used the command-line interface.,https://attack.mitre.org//techniques/T1059/003,EXECUTION,,,
Tropic Trooper used pr and an openly available tool to scan for open ports on target systems.,https://attack.mitre.org//techniques/T1046,DISCOVERY,,,
AppleSeed has the ability to use multiple dynamically resolved API calls.,https://attack.mitre.org//techniques/T1106,EXECUTION,,,
BlackEnergy has the capability to communicate over a backup channel via plus.google.com.,https://attack.mitre.org//techniques/T1008,COMMAND_AND_CONTROL,,,
Netwalker's DLL has been embedded within the PowerShell script in hex format.,https://attack.mitre.org//techniques/T1027/009,DEFENSE_EVASION,,,
"Woody RAT can use multiple native APIs, including WriteProcessMemory, CreateProcess, and CreateRemoteThread for process injection.",https://attack.mitre.org//techniques/T1106,EXECUTION,,,
Duqu can track key presses with a keylogger module.,https://attack.mitre.org//techniques/T1056/001,COLLECTION,CREDENTIAL_ACCESS,,
KOPILUWAK can use Arp to discover a target's network configuration setttings.,https://attack.mitre.org//techniques/T1016,DISCOVERY,,,
Shark can extract and decrypt downloaded .zip files.,https://attack.mitre.org//techniques/T1140,DEFENSE_EVASION,,,
Rising Sun can test a connection to a specified network IP address over a specified port number.,https://attack.mitre.org//techniques/T1016/001,DISCOVERY,,,
AppleSeed can pull a timestamp from the victim's machine.,https://attack.mitre.org//techniques/T1124,DISCOVERY,,,
"During Operation Dust Storm, the threat actors encoded some payloads with a single-byte XOR, both skipping the key itself and zeroing in an attempt to avoid exposing the key; other payloads were Base64-encoded.",https://attack.mitre.org//techniques/T1027,DEFENSE_EVASION,,,
ZIRCONIUM has exfiltrated stolen data to Dropbox.,https://attack.mitre.org//techniques/T1567/002,EXFILTRATION,,,
Squirrelwaffle has collected the victim’s external IP address.,https://attack.mitre.org//techniques/T1016,DISCOVERY,,,
Lucifer can collect the IP address of a compromised host.,https://attack.mitre.org//techniques/T1016,DISCOVERY,,,
Ramsay can spread itself by infecting other portable executable files on removable drives.,https://attack.mitre.org//techniques/T1091,LATERAL_MOVEMENT,INITIAL_ACCESS,,
SideCopy has utilized mshta.exe to execute a malicious hta file.,https://attack.mitre.org//techniques/T1218/005,DEFENSE_EVASION,,,
PittyTiger has obtained and used tools such as Mimikatz and gsecdump.,https://attack.mitre.org//techniques/T1588/002,RESOURCE_DEVELOPMENT,,,
DRATzarus's dropper can be packed with UPX.,https://attack.mitre.org//techniques/T1027/002,DEFENSE_EVASION,,,
"FLASHFLOOD stages data it copies from the local system or removable drives in the ""%WINDIR%\$NtUninstallKB885884$\"" directory.",https://attack.mitre.org//techniques/T1074/001,COLLECTION,,,
ShimRat can use pre-configured HTTP proxies.,https://attack.mitre.org//techniques/T1090/002,COMMAND_AND_CONTROL,,,
ZxShell can query the netsvc group value data located in the svchost group Registry key.,https://attack.mitre.org//techniques/T1012,DISCOVERY,,,
Linfo creates a backdoor through which remote attackers can obtain data from local systems.,https://attack.mitre.org//techniques/T1005,COLLECTION,,,
DarkWatchman has used the csc.exe tool to compile a C# executable.,https://attack.mitre.org//techniques/T1027/004,DEFENSE_EVASION,,,
Pandora can communicate over HTTP.,https://attack.mitre.org//techniques/T1071/001,COMMAND_AND_CONTROL,,,
Kimsuky has hosted content used for targeting efforts via web services such as Blogspot.,https://attack.mitre.org//techniques/T1583/006,RESOURCE_DEVELOPMENT,,,
"Magic Hound has identified high-value email accounts in academia, journalism, NGO's, foreign policy, and national security for targeting.",https://attack.mitre.org//techniques/T1589/002,RECONNAISSANCE,,,
Exaramel for Windows has a command to launch a remote shell and executes commands on the victim’s machine.,https://attack.mitre.org//techniques/T1059/003,EXECUTION,,,
Daserf can log keystrokes.,https://attack.mitre.org//techniques/T1056/001,COLLECTION,CREDENTIAL_ACCESS,,
Rclone can exfiltrate data over SFTP or HTTPS via WebDAV.,https://attack.mitre.org//techniques/T1048/002,EXFILTRATION,,,
HermeticWiper has the ability to receive a command parameter to sleep prior to carrying out destructive actions on a targeted host.,https://attack.mitre.org//techniques/T1497/003,DEFENSE_EVASION,DISCOVERY,,
FinFisher uses DLL side-loading to load malicious programs.,https://attack.mitre.org//techniques/T1574/002,PERSISTENCE,PRIVILEGE_ESCALATION,DEFENSE_EVASION,
Bisonal has supported use of a proxy server.,https://attack.mitre.org//techniques/T1090,COMMAND_AND_CONTROL,,,
TYPEFRAME variants can add malicious DLL modules as new services.TYPEFRAME can also delete services from the victim’s machine.,https://attack.mitre.org//techniques/T1543/003,PERSISTENCE,PRIVILEGE_ESCALATION,,
Bisonal can retrieve a file listing from the system.,https://attack.mitre.org//techniques/T1083,DISCOVERY,,,
NightClub has the ability to monitor removable drives.,https://attack.mitre.org//techniques/T1120,DISCOVERY,,,
BLINDINGCAN has uploaded files from victim machines.,https://attack.mitre.org//techniques/T1005,COLLECTION,,,
menuPass has used legitimate access granted to Managed Service Providers in order to access victims of interest.,https://attack.mitre.org//techniques/T1199,INITIAL_ACCESS,,,
"POWERSTATS can delete all files on the C:\, D:\, E:\ and, F:\ drives using PowerShell Remove-Item commands.",https://attack.mitre.org//techniques/T1070/004,DEFENSE_EVASION,,,
WastedLocker has the ability to save and execute files as an alternate data stream (ADS).,https://attack.mitre.org//techniques/T1564/004,DEFENSE_EVASION,,,
"During C0015, the threat actors downloaded additional tools and files onto a compromised network.",https://attack.mitre.org//techniques/T1105,COMMAND_AND_CONTROL,,,
PlugX has the ability to use DLL search order hijacking for installation on targeted systems.,https://attack.mitre.org//techniques/T1574/001,PERSISTENCE,PRIVILEGE_ESCALATION,DEFENSE_EVASION,
Lazarus Group has compromised servers to stage malicious tools.,https://attack.mitre.org//techniques/T1584/004,RESOURCE_DEVELOPMENT,,,
Hydraq uses svchost.exe to execute a malicious DLL included in a new service group.,https://attack.mitre.org//techniques/T1569/002,EXECUTION,,,
EnvyScout can determine whether the ISO payload was received by a Windows or iOS device.,https://attack.mitre.org//techniques/T1082,DISCOVERY,,,
WellMess can identify the IP address and user domain on the target machine.,https://attack.mitre.org//techniques/T1016,DISCOVERY,,,
Lazarus Group has stopped the MSExchangeIS service to render Exchange contents inaccessible to users.,https://attack.mitre.org//techniques/T1489,IMPACT,,,
"BLINDINGCAN has collected from a victim machine the system name, processor information, OS version, and disk information, including type and free space available.",https://attack.mitre.org//techniques/T1082,DISCOVERY,,,
Gelsemium can use junk code to hide functions and evade detection.,https://attack.mitre.org//techniques/T1027/001,DEFENSE_EVASION,,,
Grandoreiro can collect the computer name and OS version from a compromised host.,https://attack.mitre.org//techniques/T1082,DISCOVERY,,,
esentutl can be used to copy files to/from a remote share.,https://attack.mitre.org//techniques/T1570,LATERAL_MOVEMENT,,,
BRONZE BUTLER used spearphishing emails with malicious Microsoft Word attachments to infect victims.,https://attack.mitre.org//techniques/T1566/001,INITIAL_ACCESS,,,
Remcos has a command for keylogging.,https://attack.mitre.org//techniques/T1056/001,COLLECTION,CREDENTIAL_ACCESS,,
BabyShark has used mshta.exe to download and execute applications from a remote server.,https://attack.mitre.org//techniques/T1218/005,DEFENSE_EVASION,,,
SecretsDump and Mimikatz modules within Impacket can perform credential dumping to obtain account and password information.,https://attack.mitre.org//techniques/T1003/004,CREDENTIAL_ACCESS,,,
